TEXT,LABEL
이거 할만하다,1
오,1
슈마무스메 ,1
어,1
오,1
오,1
오,1
어어,1
오오,1
번,1
어,1
오 등,1
오,1
오,1
번마 떡상,1
어,1
오,1
헐,1
선두,1
어어,1
오,1
어,1
슈마무스메 고우,1
오,1
번아는웃고잇다,1
헐,1
오오 번마,1
등,1
어,1
가즈아아아아,1
오오오오오오옹,1
어어어,1
어 ,1
오오오오,1
번마 선두,1
번마 우마뾰이 각,1
오,1
어,1
오,1
어,1
오,1
번마,1
대박 ,1
번마,1
번마 질주,1
번마 가즈아,1
번마 떡상,1
어,1
오,1
형이 등,1
등 오예,1
끝나지마,1
이게무슨일이,1
와,1
된다된다,1
슈마무스메 ,1
치타는 웃고 있다,1
어,1
오,1
오,1
오오,1
가즈아,1
오,1
가즈아,1
어어어,1
그 발언,1
오침채,1
단독찬스,1
뭐야,1
오 긴장되는 순간 치고 갑니다,1
번 터진듯,1
어라,1
오케에,1
어,1
나이솨,1
어어,1
오오,1
번마 개떡상,1
어어,1
침착하다,1
오오,1
번마 떡상각,1
오,1
달료,1
가라라,1
대박,1
번마 번마,1
번마,1
정말,1
번마 가나요,1
아안돠,1
번처럼해주세여,1
번마 우승,1
어어,1
같이 가,1
헐,1
번마인가,1
오,1
침착스,1
번 가즈아,1
헐,1
주거,1
이걸,1
번마 우승하나요,1
형 제발베라,1
번마,1
안돼,1
그거야 형,1
휴,1
번마 선두 유지합니다,1
오 드가자,1
제발 주거,1
왜,1
안되,1
제발,1
어오,1
아,1
번마 떡상중,1
번마 달립니다,1
번마 가나요,1
오,1
아니야,1
형 그거 아니야,1
안되 풍형,1
와,1
설마,1
헉,1
제발,1
안침착하죠 성격 급하죠,1
번마 우승,1
번마들 웃는중,1
어,1
어라,1
그거 아니야,1
오오,1
말도안돼 이러지마,1
침착 침재,1
제발 숙제,1
해지마,1
느긋,1
주거,1
이게 임,1
오오,1
설레도 되냐,1
오,1
번마는 웃고있다,1
번마,1
번마랑 왜케 다르냐,1
헉,1
제발,1
오 번마다,1
저녀석들 뭐하냐고,1
번 성공이다,1
오,1
조아 침착해,1
와,1
가즈아,1
번마가 이걸,1
번마 제발 ,1
오오,1
오 오늘 되는 날인가,1
번마 웃나요,1
휴,1
어라,1
번마 번마,1
어어,1
랑은 다르다 랑은,1
답은 번이다,1
안돼,1
어,1
해지마 해지마,1
거북아 힘내,1
머하냐 애들아,1
안일 스택,1
오오오,1
제발 컷,1
번마 떡상중,1
이러면 안되는데,1
형 믿고 있을게,1
침착스,1
에이 설마,1
와 번마 달린다,1
뭐해,1
아 번마 할걸,1
번마는 웃고있다,1
응번마도 이랬어,1
어,1
아,1
번마 우승,1
그렇치,1
아,1
헉,1
병건해,1
와,1
오,1
와,1
아,1
와,1
예,1
번마,1
아,1
캬 ,1
오,1
번 당첨,1
오예 ,1
오,1
예,1
나이스,1
번마,1
아,1
아,1
앙대,1
번마 ,1
번마 우승,1
번마,1
아,1
와,1
아,1
번마,1
이야,1
안되,1
안돼,1
안돼,1
와,1
번이다,1
캬,1
안돼,1
오,1
오,1
번마 우승,1
아,1
나이스,1
외 아깝다,1
번마 쏴리질러,1
불안한데 물맵이디,0
설마,0
이거 좀 애들 상태가,0
실력맵 ,0
아 망했네,0
번 컷,0
가아,0
번마 우승,0
번마아아아아아,0
순물,0
아뿔싸,0
번마 컷,0
실력 ,0
그 발언,0
아,0
휴,0
아,0
아 졌네 ,0
번마 포기 합니다,0
번마는 지금 웃고있다,0
망,0
가즈아,0
번마 멸망,0
안심,0
물맵이다,0
아 ,0
아,0
번마,0
게다가 력실맵,0
호재요,0
번마 탈락,0
번마 아,0
번 낙마 컷,0
물맵,0
달려,0
아 망했네,0
그발언 불안,0
번마 캇,0
아 번마 멸망,0
물맵 ,0
풍월량풍월량풍월량,0
호재,0
다행히 실력맵,0
앗,0
망했다 ,0
번마 각이다,0
이건 모른다,0
실력맵 ,0
응 컷,0
이건 못 이긴다,0
실력이먄 좀 빡세 ,0
번마,0
월량,0
번마번마,0
안심,0
가즈아,0
아 망했네,0
번마 캍,0
번마 탈락 ,0
번마 탈락 ,0
번마 달립니다,0
번마 캇,0
호재요,0
번마 출발합니다,0
번 컷 ,0
실력맵 번마 컷,0
번마 컷,0
아 물맵 악재다,0
아 실력맵,0
실력맵 번마 탈락,0
실력맵은 바로 컷,0
번 캇,0
물맵 다행,0
어,0
번마 탈락,0
번마 탈락,0
아 력실맵 ,0
컷이네,0
번 다음 기회에,0
근데이러니까 포인트 양이 소심해짐,0
휴 실력맵이면 안전하지,0
드가자,0
이건 비 있어도 안 된다,0
번 낙마 ,0
캇,0
번마 망햇어,0
아 또망했네,0
시작부터 다리가 접질렸,0
아 배틀맵이죠,0
력실맵,0
악재요,0
제발,0
그 맵 ,0
번마 오열,0
번마 커엇,0
번마 컷,0
물맵 개못하는데 풍형 ,0
번 컷,0
실력맵,0
가즈아,0
번마 컷,0
번마 잘가고 ,0
번마 어림도 없지,0
과연,0
번마 잘가고 ,0
온다,0
아 졌다,0
번마 오열중 ,0
번마 컷,0
호재요,0
번컷,0
실력맵 멸망 ,0
브금 좋은거 봐 ,0
컷이다 컷,0
오열,0
번마 잘가,0
루,0
루,0
루이짘,0
번마 오열,0
루이지 ,0
루 ,0
루이지컷,0
루 ,0
실력맵에 물맵 번마 캇,0
구름 커엽네,0
루,0
루이지 컷 ,0
루,0
뤀,0
루,0
아 ,0
어,0
루이짘,0
루이지 뭐해 ,0
번마 ,0
루이지 망,0
루,0
루이지 ,0
루뭐함,0
루,0
루 떡랄,0
루 ,0
가자,0
루이지,0
와 한명 컷,0
루,0
루,0
번 컷,0
뤀,0
나이스,0
루 ,0
멍청한뇨속,0
루이지 캇,0
루 ,0
개웃기네 ,0
루이지 오열 ,0
개느림 ,0
루이지 뭐해 ,0
가 잘하는데 ,0
루 멸망,0
경쟁자제거,0
루 ,0
풍형이 마리오야,0
루이지 망 ,0
탈락,0
루,0
한놈컷,0
번마 컷,0
못들어갔어 ,0
한명 낙오 ,0
핑키 힘내,0
루 떡락 ,0
천천히가 형,0
벌마 탈락 ,0
루 ,0
모 함 다,0
모함다 ,0
번마 컷,0
침착스,0
모함다 ,0
루이지 ,0
번마 탈락,0
뭐야 ,0
모함다 ,0
번마 느려요,0
모함다 ,0
모함다,0
루이지 못들갔어 ,0
번마 떡락중,0
모함다 ,0
컷,0
모함다 ,0
루이지 ,0
모함다 ,0
모함다,0
루이짘,0
모함다 ,0
루,0
루,0
루이지 ,0
모함다 ,0
모함다 ,0
번마 고꾸라집니다,0
모함다 ,0
멍청아 ,0
루 머하냐,0
해주겠냐,0
모함다,0
모함다 ,0
등하는 번마,0
모함닼,0
루 뭔데 ,0
모함다,0
아 망,0
루이지 ,0
모함다 ,0
모함다 ,0
루이짘,0
스프링 들어야지,0
다시 시작하게 해줭,0
그러게 왜 ,0
핑크 파이팅,0
망해써욜,0
루이지개웃곀,0
모함다 ,0
아 시작된순간 번마 가망없어서 보입니다,0
저런,0
 잘하는데 ,0
다시는 뭔 ,0
루이짘,0
모함닼,0
핑크,0
루함다,0
모함다 ,0
오,0
불쌍해,0
핑크 앱도적,0
번은 채팅이없네,0
번마 아웃,0
번마 ,0
번마 아웃,0
오 뭐야 방금,0
오,0
오 리듬 ,0
개모타쥬,0
핑키가 이기나,0
번마 컨디션 나쁘지 않은데여,0
멍총한 뇨속,0
개웃기네 ,0
번마 컷,0
핑크 잘 한다,0
핑키,0
어어,0
핑크 빠르다,0
모함다 ,0
번마 탈락,0
번마 완주라도,0
아,0
날먹,0
아직 모른다,0
넘나 고여보이네,0
아 운빨맵인듯,0
날먹맵 와줘,0
또 실력맵인가,0
오르막,0
스피드맵,0
스프링맵인가봐,0
빠르다,0
질거 같다,0
아 번마 뒤쳐져요,0
가자,0
날먹맵같은데,0
하필 루,0
번마 컷트,0
헐,0
엌,0
오오,0
엌,0
캇,0
번마 죽어,0
파란색 머야 ,0
머야,0
헐,0
엌,0
에,0
와,0
노잼,0
어,0
역시 ,0
아,0
아 같이 멸망햇죠 번마,0
번마 멸망,0
아,0
번마 낙마했네요,0
않이,0
번 컷 ,0
캇,0
똥맵,0
노잼맵,0
캬,0
휴,0
캇,0
날먹맵,0
역시 날먹맵,0
아아가가가,0
번마 컷 ,0
개똥맵,0
번마 어서오고,0
번마 컷,0
파란색 부스터쓰나 ,0
날먹도 못하고,0
형이좋아하는맵,0
번 컷,0
똥맵 ,0
날먹맵이었네,0
번마 컷,0
이제 이기자 형,0
날먹,0
개모태,0
번마바로탈락,0
날먹맵에서도 졌죠,0
번마 탈락,0
번 캇,0
번마 멸망,0
후,0
번마 컷,0
뒤주,0
이거 봤던거 같은데,0
아,0
돈,0
번마 탈락,0
뒤주,0
뒤주 엔딩,0
컷,0
뒤주,0
뒤주컷,0
크트,0
가두리,0
아,0
번마 탈락,0
뒤주 ,0
뒤주,0
갖혔엌,0
번마 어서오고,0
뒤주엔딩,0
번마 준비하세요,0
뒤주행,0
번마 멸망 ,0
실력,0
함정,0
들어가지마들어감,0
뒤주,0
보너스,0
돈은 못참지,0
느긋,0
셀프뒤주,0
지금 그거 먹을때가,0
번마 캇,0
서로서로 도와요 ,0
뒤주 엔딩,0
번마 출발 준비,0
번마 출동,0
번마입장,0
캇,0
맛,0
뒤주엔딩,0
아 말씀드리는순간 번마 광탈,0
혼자 ,0
번마 최악의 실력으로 캇,0
뒤주엔딩 ,0
번마 대기하세요 ,0
 번 잘 가 ,0
앗,0
컷,0
번마 컷,0
안대,0
번마 캇,0
혼자 ,0
번마 컷트  번마 컷트  번마 컷트  번마 컷트  번마 컷트  번마 컷트 ,0
캇,0
번마 오열,0
뒤주 ,0
다 순방 ,0
혼자 ,0
아,0
번마 오열,0
혼자 못먹어,0
번마 ,0
번마 준비,0
번마컷 혼자 낙오합니다,0
앗,0
혼자만,0
어라,0
번 나와주세요,0
번마 갑니다,0
와 그림이다,0
캇,0
다들어갔는데 ,0
혼자 왕따,0
두근두근,0
킹등감,0
뒤주엔딩 ,0
부러운 눈치,0
혼자 못 들어가,0
부러운 눈치,0
혼자,0
와 진짜 번한테 왜그래,0
혼자 없어,0
번마 가즈아,0
번마 준비중,0
번마 탈락입니닼 ,0
제발 번마,0
번마 라인 이탈 ,0
소외감 ,0
번마까뜨,0
부럽다,0
내돈,0
개모태 ,0
번마 출발하기도 전에 탈락,0
번마 시작하자마자 탈락 ,0
번마 준비하세요,0
쟤네뭐하니,0
호재다,0
이즈고,0
 번마 컷,0
양파 ,0
번마 광탈,0
번마 미리탈락 ,0
실력맵 ,0
파랑 ,0
번바 퍼 확률로 컷,0
돼지,0
호재,0
버섯 ,0
번마 떡락,0
양파 컷,0
탈락,0
아 실력맵 ,0
파란 양파 ,0
개그 ,0
양파 ,0
이거아직모릉지도,0
번마 준비하세여,0
양파야,0
파랑이 뭐해 ,0
정의,0
양파야 ,0
양파 꼈엌,0
파랑오열,0
양파야 ,0
루이지 잘한다,0
이주고,0
한놈 재끼고,0
캬,0
역시,0
개느려,0
번마 상황이 안좋습니다,0
턱 턱,0
오 루이지 빨라,0
루이지 개잘해,0
아이고,0
루이지 선수,0
악,0
핑키 속도 ,0
개빨라,0
력실맵이네,0
번마 오열,0
 호재일까,0
역시 ,0
크트,0
개빨라 ,0
루이지 치고나갑니다,0
일단탈락,0
루,0
게삘리,0
모함다 ,0
번 오열,0
개모댘,0
번마 컷,0
개웃기네 ,0
루이지 겁나 빨라,0
번마 미리 대기해주세요,0
아 번마 상태가 안좋아요,0
번마 캇,0
머해요,0
번마,0
번마 퇴근각,0
번마 과연 배,0
력실,0
어,0
너마 낙마,0
자 번마,0
번마 준비 하세요,0
번 나와라,0
오,0
어어,0
번 컷,0
앉아짬뿌,0
번마 넘어집니다,0
번 캇,0
번 대기,0
번마 미끄러집니다,0
루,0
번 캇,0
헉,0
번마  뭐해,0
아,0
번마 등장과 동시에 컷,0
자 번마 준비해주세요 자 번마 준비해주세요 자 번마 준비해주세요 자 번마 준비해주세요 자 번마 준비해주세요,0
번대기,0
아 모해,0
형 저걸보고도,0
아 모에,0
번마 컷 ,0
번마 탈락,0
번마 아왜,0
번마 컷,0
피지컬 차이 ,0
역시 실력맵 ,0
번마 준비해야겠넴,0
아 함정카드 발동,0
번 캇,0
카트,0
번마 배네 ,0
번대기,0
번마 카트,0
번마 가자,0
번 탈락각,0
번마 수고요,0
  핰,0
루이지 속도 하네,0
무슨 등,0
루가 잘하네,0
아 번이라구,0
모함다 ,0
모함다,0
번마 준비,0
개모태 ,0
번마 가나요,0
번마 가즈,0
양파야 ,0
파랑 ,0
모함다 ,0
번마 오열중,0
번 컷,0
번 컷,0
번마 낙마 ,0
설렌다,0
번 들어오세요,0
모합다,0
모함다 ,0
번 낙마 ,0
번 준비요,0
번마 아아아아아아아,0
파랑좌 ,0
번마 호재,0
루 뭐임,0
모함다,0
번마 요열,0
번마 멸망 ,0
루이지 개잘해 핑키개잘해,0
이거잘못햌,0
양파 ,0
번마 대기,0
번말 행복,0
악질낚시맵,0
한명씩,0
이거 진짜번마가,0
모함다,0
번 대기,0
모합다 ,0
바로 가자 번마,0
모함다 ,0
번마 떡락,0
개모태,0
번마 준비,0
개모태,0
모함다 눌러놔 ,0
번마 호재,0
번마 나오세요,0
모함다,0
느긋,0
파란양팤,0
번마각 나왔따,0
개느려,0
어떻게 번 내내 한번도 못이기냐,0
드럽게 느리다,0
번 대기,0
번마 설레는 중,0
이거 예전에 했던거 아냐,0
 천장치기,0
번마 가겠다 진짜 ,0
다 걸리네 이 형 ,0
개느려 ,0
번마 준비운동중,0
느긋,0
느긋,0
번 대기해,0
파랑,0
형 끝났어,0
번마,0
번마 꼴지,0
포기해,0
느긋,0
느긋,0
번마 탈락 ,0
느긋 ,0
아 번마 이건 번마가 이길 각이죠,0
이거 기출같은데,0
느긋,0
느긋,0
느긋,0
느긋,0
느긋,0
느긋,0
이거 저번에 했지않음,0
컷,0
느긋,0
킹부러,0
느 긋,0
관광 나오셨나요,0
이거 심지어 햇던맵 아닌가,0
번마 빵긋,0
개모대 ,0
이분 모함,0
느긋,0
느긋,0
느긋,0
번마 나와주세요,0
느그,0
번마 캇,0
느긋,0
재밌어 ,0
느긋,0
느긋,0
느긋,0
번마  후후 벌써 나의 차례인가,0
와 번마 주주들 대단,0
번마 낙마 번마 낙마 번마 낙마 번마 낙마 번마 낙마 번마 낙마 번마 낙마 번마 낙마 번마 낙마 번마 낙마 번마 낙마 번마 낙마,0
느긋,0
스스로 막는 번마,0
오징어게임 없나,0
능지,0
아이고,0
뭐해,0
이맵 했던 맵 같은데 전에,0
이거 했던 맵아니냐 ,0
느긋,0
이거 기출 인거 같은데,0
뇌정지,0
력 실,0
개같이 멸망,0
개모태,0
방금 뭐한거야,0
느긋,0
산책해,0
번마 준비 ,0
번마 쓰러짐,0
느긋,0
이거 했던거 같은데,0
못해,0
줴줴,0
개모태 ,0
컷,0
이거 기출이네,0
산책중,0
다른말들 벌써 불쏘고있죠,0
걍 번마가 승리네,0
이제 내차례인가 ,0
번마 축하해,0
번마 캇,0
번 컷,0
번마 기권하세요,0
번마 대기중입니다,0
다 즐기시는중,0
번마 주행거부,0
번마 입장,0
진짜 겁나 느리다,0
맵은잘만들었네 ,0
안될거같다,0
이미 햇던 맵 같다,0
번마 아 이건 번마가 이길거 같아요,0
기출아닌가,0
뭐하심,0
히히,0
했던맵이네,0
이건 쥐쥐,0
피지컬 이슈,0
번 낙마 번 낙마 번 낙마 번 낙마 번 낙마 번 낙마 번 낙마 번 낙마 번 낙마,0
형 이제 정말 갔구나,0
개망,0
안대지,0
번마 준비,0
망했쥬,0
모함다 ,0
기출인거 같은데 또,0
번마,0
개모태,0
틀렸네 이번에도 ,0
개같이 멸망 ,0
함다,0
망했다 선언,0
뭘 새삼스레 ,0
다시시작 ,0
살아남은 번마의 스일네,0
모함다,0
느릿 느릿,0
진짜 번마가,0
모함다,0
파랑이 ,0
모함다 ,0
기출 아녀이거,0
희망이 있다,1
어,1
어,1
완전 정신없네 ,1
아직모른다,1
국밥주니어,1
주쿠파,1
아,1
번마 우승하나,1
쿠주,1
미니 쿠파,1
오,1
주니어를 죽인다고,1
주니어 주쿠파,1
힘내,1
어,1
오,1
오,1
오,1
어,1
오,1
오,1
오오,1
어,1
유,1
어,1
헉,1
오,1
오,1
어,1
오,1
오,1
오,1
어어,1
오,1
오,1
오,1
오,1
오,1
앗,1
오,1
오,1
난가,1
오,1
가자,1
오,1
어어,1
이걸,1
오,1
어,1
어,1
안되,1
설마,1
오,1
오오오오,1
번마,1
오오,1
오,1
오 설마,1
오,1
어,1
번마 떡상,1
어,1
번마 가나요,1
어어어,1
설마,1
오,1
주니어 쿠파다,1
어라,1
오오,1
안돼,1
안도림,1
오,1
설마,1
와,1
오,1
요,1
뮌,1
번마,1
캬,1
끝,1
이걸,1
번마 우승,1
오,1
오,1
어,1
오오오오,1
번마,1
캬,1
오,1
오,1
아,1
오,1
이걸,1
와,1
끝,1
와,1
오 ,1
번마,1
와 ,1
이게 터지네,1
번마,1
캬,1
오,1
번마 ,1
배,1
오,1
오 번마 ,1
번마 우승 ,1
번마,1
이걸,1
오,1
와,1
와,1
번마 우승,1
번마 번마 번마 번마 번마 번마 번마,1
우와,1
와,1
번마 역배 성공이네,1
이걸 번이 ,1
오,1
와 번,1
이걸 번마가,1
오,1
번마,1
배 ,1
번마,1
번 우승 ,1
아 번마인데,1
배 ,1
이요오오스,1
와 번마,1
이게 터지네 와,1
무친 ,1
와 ,1
와,1
번 와,1
이거지,1
번마 우승,1
번 우승,1
번마 ,1
오오오,1
번마 우승,1
갓맵,1
와,1
그래도 번은 안갔네 ,1
우왕,1
와 배당 배 ,1
배 ,1
번마 착,1
와 배다 대박,1
와 미쳐꾸요,1
허유,1
이게 된다고,1
서서도,1
이걸 ,1
번마 ,1
배 ,1
와 ,1
이게 번이라고,1
이게 터지네,1
배 ,1
번마 배,1
오오,1
이거지 번마,1
무친 ,1
와,1
번마축하합니다,1
번마 우승,1
오번마,1
배,1
배 ,1
번마 떡상,1
번우승,1
와 ,1
번마 ,1
번대박이다,1
배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다,1
캬 번마 우승이다,1
이걸 번마가해냅니다,1
배 ,1
번 축하드립니다 ,1
뱌 ,1
번우스,1
와 룰렛 미쳤다,1
와,1
우승,1
무친 배라니,1
번마,1
번마,1
번 마 배,1
번마 우승,1
번 우승 ,1
번마 우승,1
번마 멸망 ,1
이걸 번까지 오네 ,1
나 전판 번마였는데 ,1
와 번마 우승 ,1
이기네,1
와 번마,1
배,1
배라고,1
배 ,1
터졌다 ,1
배,1
와 이럼 번만 이기는 거임,1
번마 몇배임 ,1
번마 떡상,1
룰렛배당 몇입니까,1
번마 배,1
배 잭팟,1
번마 우승번마 우승번마 우승번마 우승번마 우승번마 우승번마 우승,1
이게 번마가 걸리네 ,1
와 ,1
배,1
번마 믿었다구,1
아 번마 ,1
 뱈,1
배 ,1
번마,1
배 ,1
와,1
배 ,1
배,1
이게 터지네,1
와,1
히오오스,1
배 ,1
배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다 배 터졌다,1
아 날먹 맵좀 그만 나와라,1
배 ,1
배 ,1
배 ,1
나이샤,1
와 배 ,1
번마 우승,1
번마 ,1
배 ,1
레전드,1
오오오,1
번마 대박,1
배,1
번마 배 ,1
배 ,1
와 배 ,1
배,1
번마 우승 ,1
배 ,1
배,1
번마 우승,1
배 무친,1
와,1
배,1
번마 우승,1
와 미쳤다,1
이게 경마지,1
잭팟 ,1
역배 ,1
번 ,1
와 만포 ,1
배 ,1
꺼어어억,1
 배,1
형이 번이상 안나가는게 좋다매,1
인간 승리다 ,1
번마 믿었다구,1
와,1
와 배,1
배 ,1
나이스,1
개모태 근데,1
배 ,1
얏싀,1
번마 배 ,1
 번 마,1
인생역전,1
배라니 ,1
번마,1
와 ,1
배 ,1
번 ,1
번마무쳣다,1
배,1
번마야 축하해번마야 축하해번마야 축하해번마야 축하해번마야 축하해,1
번마요,1
배 ,1
번마요,1
번마,1
번 우승,1
나 이거 먹었어 ,1
번마요,1
풍월량 우승,1
번마,1
이걸 어케 맞춰,1
배래 ,1
배,1
날먹맵 좀 그만 나와,1
와 이걸,1
번마 우승,1
배,1
이걸 이기네,1
뭐지 걍 걸었는데,1
아까  아니었나,1
아 왜 하나만 더 버티지 ,1
번마,1
번,1
번마 배인데,1
이야,1
배 레전드,1
배,1
번마,1
번마요,1
번마 배 ,1
배 ,1
만 포인트 ,1
배 대막,1
와 이걸 어떻게 맞추냐,1
배 너무 맛있겠다 ,1
명밖에 안걸었엌,1
번마,1
아까 역배라고 무시당했는데 ,1
형 번마야,1
퍼였던 번마가,1
번이요,1
번마 번마 번마 번마 번마 번마 번마 번마 번마,1
꺼어어어억,1
이게 경마장이야,1
담엔 어디에 걸어야하나,1
와 이걸 먹네,1
번마,1
나야나 ,1
경마장 이요,1
나이스다,1
와,1
불 법,1
경마장 ,1
와,1
도박장 이다,1
경마장 이지 ,1
허,1
경마장 이요,1
 ㄹㅇㅋㅋ ,1
배 ,1
만 ,1
번마,1
경마겜,1
번마 배 터졌다 와,1
아 ,1
경마장이야,1
배 축하드립니다,1
경마장,1
경마장,1
슈마장 ,1
미친 얼마야 ,1
경마장이죠 ,1
와우,1
개꿀잼인데 이거,1
사기 치는놈들 벤해,1
보기가 너무 많아 ,1
경마장 ,1
배 대박이네,1
번 ,1
번,1
안전 놀이터,1
미쳤네 ,1
마권 ,1
배 ,1
개웃겨 ,1
좀 쉽게 만들어줘요 ,1
경마장맏따,1
아핰,1
와 이게 역배구나 ,1
아 ,1
뽀찌 좀 주세요,1
개웃겨 진짴,1
어디 어디래,1
터졌다,1
배,1
카지노야 카지노 ,1
와우 ,1
이게 경마장인가,1
와 이게 말이 되냐고,1
어,1
오,1
헐,1
캬,1
오,1
아니,1
아,1
나이쓰,1
어,1
와,1
나이스,1
와,1
모야 이게,1
와,1
에반데,1
헐,1
캬,1
이게,1
오,1
예스,1
와,1
개꿀,1
오,1
와,1
와,1
와,1
헠,1
와 뭐냐,1
이걸 마리오가 ,1
이게 뭐야,1
와,1
얘,1
어,1
터졌다,1
색깔달랐어 버섯,1
이걸마리오가,1
헐,1
이걸 ,1
오,1
오,1
에반데,1
이걸 먹어,1
집단지성 승리,1
와,1
마리오,1
이걸버네,1
나이수,1
오오오오,1
와,1
노우,1
이걸 먹어,1
와,1
헐,1
허 ,1
오예,1
와,1
여윽시 풍월량,1
와 ,1
나이스,1
이걸먹네,1
와씨,1
나 루였는데,1
집단지성 ,1
집단 지성으로 이겼다 ,1
아싸 ,1
대박,1
이걸 풍형이,1
예,1
오이오이 믿고 있었다구,1
색 다르잖아,1
간보고 있음,1
와,1
마리오 이겼다,1
헐,1
오호,1
 와,1
조진줄 알았는데,1
믿고이써따구,1
이걸,1
아니 이건아니지,1
개꿀,1
굳,1
야호,1
캬,1
뭐냐구,1
와,1
미친,1
개같이멸망,1
뭔데 이거 ,1
다 잃네,1
어라,1
